image_id,rig_frame_id,camera,timestamp_ns,capture_fraction,split_v9,battery_member,battery_faces,tile_ids,environment,lidar_ceiling_pts,lidar_wall_sectors,stationary,x_m,y_m,z_m,pose_source
img_0013434cabcfe39de86e02cb,rig_bd4b88b17b4b42a98be46845,left,1772726444346652928,0.2896,train,False,,0|3,outdoor,0,5,False,12.1037,-10.0335,1.6969,accepted_independent_pos_prior_at
img_125efba8e64a1900654063c3,rig_d5b118e7a9fc9447562f0248,right,1772726444846667008,0.2919,train,False,,0|1|2|3,outdoor,0,5,False,12.301,-10.4195,1.6909,accepted_independent_pos_prior_at
img_859c9298a97165b8bde29d70,rig_d5b118e7a9fc9447562f0248,left,1772726444846680832,0.2919,train,False,,0|3,outdoor,0,5,False,12.301,-10.4195,1.6909,accepted_independent_pos_prior_at
img_c54fcbe99fb2556e3eee453b,rig_dcafed623bbc1de68d459686,right,1772726445346695936,0.2941,train,False,,0|1|2|3,outdoor,0,5,False,12.3304,-10.7838,1.6525,accepted_independent_pos_prior_at
img_d01afa21ca5242b7a5e0f749,rig_dcafed623bbc1de68d459686,left,1772726445346711808,0.2941,train,False,,0|3,outdoor,0,5,False,12.3304,-10.7838,1.6525,accepted_independent_pos_prior_at
img_714f4ac0cedca8648afe46e2,rig_ce5f04bbbfd27e2ea68e131c,right,1772726445846728960,0.2964,train,False,,0|1|2|3,outdoor,0,5,False,12.3549,-11.0639,1.6734,accepted_independent_pos_prior_at
img_2fa0e87e84861be1dfacfe33,rig_ce5f04bbbfd27e2ea68e131c,left,1772726445846744064,0.2964,train,False,,0|3,outdoor,0,5,False,12.3549,-11.0639,1.6734,accepted_independent_pos_prior_at
img_dee26d9c80b097e644b27948,rig_8fe94e3e4b7b499cea385c9f,right,1772726446346759936,0.2986,train,False,,0|1|2|3,outdoor,0,5,False,12.3797,-11.3537,1.724,accepted_independent_pos_prior_at
img_059735131c8240a4d502ecba,rig_8fe94e3e4b7b499cea385c9f,left,1772726446346776064,0.2986,train,False,,0|3,outdoor,0,5,False,12.3797,-11.3537,1.724,accepted_independent_pos_prior_at
img_1a5eee9849f95e3f1ffef40d,rig_91e8f573f92fc625b8bc22c6,right,1772726446846832896,0.3009,train,False,,0|1|2|3,outdoor,0,5,False,12.2393,-11.6283,1.6937,accepted_independent_pos_prior_at
img_4684934416f0dd355c57cc5e,rig_91e8f573f92fc625b8bc22c6,left,1772726446846834944,0.3009,train,False,,0|1|3,outdoor,0,5,False,12.2393,-11.6283,1.6937,accepted_independent_pos_prior_at
img_575d0f2b73c72c0a37d1fdaf,rig_9d95aa2abfb26fc1498a5395,right,1772726447346824960,0.3032,train,False,,0|1|2|3,outdoor,0,4,False,12.0524,-11.9251,1.7067,accepted_independent_pos_prior_at
img_84dc5ebb65e295c784cd23a8,rig_9d95aa2abfb26fc1498a5395,left,1772726447346840832,0.3032,train,False,,0|1|3,outdoor,0,4,False,12.0524,-11.9251,1.7067,accepted_independent_pos_prior_at
img_44aa2004a4a7e90eb9ff462e,rig_26e50c15137820a10f968d07,right,1772726447846856960,0.3054,train,False,,0|1|2|3,outdoor,0,4,False,11.895,-12.1819,1.7207,accepted_independent_pos_prior_at
img_2f7b071dd4a79eebbbade4ce,rig_26e50c15137820a10f968d07,left,1772726447846873088,0.3054,train,False,,0|1|2|3,outdoor,0,4,False,11.895,-12.1819,1.7207,accepted_independent_pos_prior_at
img_78a3f1935a07eebf17609099,rig_5bc34c2fed18618a32e97745,right,1772726448346888960,0.3077,train,False,,0|1|2|3,outdoor,0,4,False,11.6642,-12.3713,1.6896,accepted_independent_pos_prior_at
img_96ec06089b236e99424a6f3b,rig_5bc34c2fed18618a32e97745,left,1772726448346905088,0.3077,train,False,,0|1|2|3,outdoor,0,4,False,11.6642,-12.3713,1.6896,accepted_independent_pos_prior_at
img_c00a2dd81dbcbe2ba6d1a126,rig_35081e0547a7cfcbca79dbba,right,1772726448846920960,0.31,train,False,,0|1|2|3,outdoor,0,4,False,11.3573,-12.6219,1.7038,accepted_independent_pos_prior_at
img_730764b3a74203f26ba4ada6,rig_35081e0547a7cfcbca79dbba,left,1772726448846936832,0.31,train,False,,0|1|2|3,outdoor,0,4,False,11.3573,-12.6219,1.7038,accepted_independent_pos_prior_at
img_18bab3dd6b4d34c67c53fdb6,rig_7f2588eb25297d7f69e812fc,right,1772726449346952960,0.3122,train,False,,0|1|2|3,outdoor,0,3,False,11.0442,-12.8347,1.7197,accepted_independent_pos_prior_at
img_2a571292a4944bb3c65b1e06,rig_7f2588eb25297d7f69e812fc,left,1772726449346968832,0.3122,train,False,,0|1|2|3,outdoor,0,3,False,11.0442,-12.8347,1.7197,accepted_independent_pos_prior_at
img_3dd943e1fbc94dc8c092af49,rig_b6c28fb60084e876cb1574da,right,1772726449847023872,0.3145,train,False,,0|1|2|3,outdoor,0,4,False,10.6792,-12.913,1.7078,accepted_independent_pos_prior_at
img_3a67c36eb4b7f4b5eacf371d,rig_b6c28fb60084e876cb1574da,left,1772726449847025920,0.3145,train,False,,0|1|2|3,outdoor,0,4,False,10.6792,-12.913,1.7078,accepted_independent_pos_prior_at
img_af7bad065c75951e1c1e1c4f,rig_e8f612a2355b17f8b3c2c37d,right,1772726450347016960,0.3167,train,False,,0|1|2|3,outdoor,0,4,False,10.3514,-13.0158,1.7132,accepted_independent_pos_prior_at
img_29f0cdf6a31f8207e452d529,rig_e8f612a2355b17f8b3c2c37d,left,1772726450347032064,0.3167,train,False,,0|1|2|3,outdoor,0,4,False,10.3514,-13.0158,1.7132,accepted_independent_pos_prior_at
img_46fb35a374a648bbf7d67b4a,rig_14ad50c8337caec754d4ed52,right,1772726450847046912,0.319,train,False,,0|1|2|3,outdoor,0,5,False,10.0603,-13.1425,1.7334,accepted_independent_pos_prior_at
img_d21f5584847186fb48689a7a,rig_14ad50c8337caec754d4ed52,left,1772726450847063040,0.319,train,False,,0|1|2|3,outdoor,0,5,False,10.0603,-13.1425,1.7334,accepted_independent_pos_prior_at
img_e984e928226015a4b56c841d,rig_677aee1563d91ee8f93d06ce,right,1772726451347099904,0.3213,train,False,,0|1|2|3,outdoor,0,5,False,9.7449,-13.1583,1.7088,accepted_independent_pos_prior_at
img_0898f79cccd2c021fa397a68,rig_677aee1563d91ee8f93d06ce,left,1772726451347102976,0.3213,train,False,,0|1|2,outdoor,0,5,False,9.7449,-13.1583,1.7088,accepted_independent_pos_prior_at
img_eac8d6fea7b11f2aed473852,rig_4828a7d15a4b39f1ba02447d,right,1772726451847107840,0.3235,train,False,,0|1|2|3,outdoor,0,5,False,9.4778,-13.1163,1.7204,accepted_independent_pos_prior_at
img_d94379474e894655ae5606ba,rig_4828a7d15a4b39f1ba02447d,left,1772726451847122944,0.3235,train,False,,0|1|2,outdoor,0,5,False,9.4778,-13.1163,1.7204,accepted_independent_pos_prior_at
img_f266fb814ed9e48ef6890df7,rig_4bc8bf23531299bc76b8e440,right,1772726452347136000,0.3258,train,False,,0|1|2|3,outdoor,0,5,False,9.3266,-12.98,1.7644,accepted_independent_pos_prior_at
img_be5a270ff906e798953439de,rig_4bc8bf23531299bc76b8e440,left,1772726452347151872,0.3258,train,False,,0|1|2,outdoor,0,5,False,9.3266,-12.98,1.7644,accepted_independent_pos_prior_at
img_a4d051fe3a11af8a0bd89a37,rig_b1b74993b2cfab693abe02c3,right,1772726452847165952,0.3281,train,False,,3,outdoor,0,4,False,9.3668,-12.6827,1.7409,accepted_independent_pos_prior_at
img_c4432fd9be4c02760427f369,rig_b1b74993b2cfab693abe02c3,left,1772726452847183104,0.3281,train,False,,0|1|2,outdoor,0,4,False,9.3668,-12.6827,1.7409,accepted_independent_pos_prior_at
img_fa40fff161d318d8d11e919d,rig_5a979f6cd3d0d9c63b8d2d12,right,1772726453347233024,0.3303,train,False,,3,outdoor,0,4,False,9.3806,-12.3448,1.7342,accepted_independent_pos_prior_at
img_cc7973236912a72f232cc17b,rig_5a979f6cd3d0d9c63b8d2d12,left,1772726453347235072,0.3303,train,False,,0|1|2|3,outdoor,0,4,False,9.3806,-12.3448,1.7342,accepted_independent_pos_prior_at
img_faf4b32025c3822308257dea,rig_dc7d050f3d4f4e2f909906ff,right,1772726453847238912,0.3326,train,False,,3,outdoor,0,4,False,9.4323,-11.99,1.7371,accepted_independent_pos_prior_at
img_0e30201037f2d207322568eb,rig_dc7d050f3d4f4e2f909906ff,left,1772726453847245824,0.3326,train,False,,0|1|2|3,outdoor,0,4,False,9.4323,-11.99,1.7371,accepted_independent_pos_prior_at
img_18f18b25e7045a85c7b0e440,rig_d5ad6e81c3c552f2ccd6e469,right,1772726454347259136,0.3348,train,False,,3,outdoor,0,4,False,9.6528,-11.6595,1.7376,accepted_independent_pos_prior_at
img_3a21b7ae860b72ed8804abcc,rig_d5ad6e81c3c552f2ccd6e469,left,1772726454347276032,0.3348,train,False,,0|1|2|3,outdoor,0,4,False,9.6528,-11.6595,1.7376,accepted_independent_pos_prior_at
img_52dc06d656b73eee0de4398d,rig_164ce30d30979d2920995f26,right,1772726454847290112,0.3371,train,False,,3,outdoor,0,4,False,9.7873,-11.3338,1.7183,accepted_independent_pos_prior_at
img_2a01d8380fb472ce1a05426b,rig_164ce30d30979d2920995f26,left,1772726454847305984,0.3371,train,False,,0|1|2|3,outdoor,0,4,False,9.7873,-11.3338,1.7183,accepted_independent_pos_prior_at
img_efe49939c1a8576d6a026c7c,rig_9307fd853a2319e8adb58722,right,1772726455347319808,0.3394,train,False,,3,outdoor,0,4,False,9.8937,-10.97,1.737,accepted_independent_pos_prior_at
img_d14ce879e6a132a7c0aaf3ea,rig_9307fd853a2319e8adb58722,left,1772726455347335936,0.3394,train,False,,0|1|2|3,outdoor,0,4,False,9.8937,-10.97,1.737,accepted_independent_pos_prior_at
img_a1e9717ee3998764de9f7ae7,rig_59eed7d9c2a5ce60170ecb11,right,1772726455847347968,0.3416,train,False,,3,outdoor,0,4,False,10.021,-10.5787,1.7389,accepted_independent_pos_prior_at
img_e33c0f642afa1aec24e17c11,rig_59eed7d9c2a5ce60170ecb11,left,1772726455847363840,0.3416,train,False,,0|1|2|3,outdoor,0,4,False,10.021,-10.5787,1.7389,accepted_independent_pos_prior_at
img_e8bf43a0b9ef8f9f6b1dca21,rig_0ddb1b1864e5a016c4535dcf,right,1772726456347375872,0.3439,train,False,,2|3,covered,227,6,False,10.0491,-10.1776,1.7122,accepted_independent_pos_prior_at
img_02ea8d71b98fade9b737af1e,rig_0ddb1b1864e5a016c4535dcf,left,1772726456347391744,0.3439,train,False,,0|1|2|3,covered,227,6,False,10.0491,-10.1776,1.7122,accepted_independent_pos_prior_at
img_90eea4dd5eaa99d0803f2f7d,rig_489762f527d5662e4bef440b,right,1772726456847405056,0.3462,train,False,,0|1|2|3,covered,32681,5,False,10.1081,-9.8009,1.7145,accepted_independent_pos_prior_at
img_9b81a0f6a1bf887a91ae2d98,rig_489762f527d5662e4bef440b,left,1772726456847420928,0.3462,train,False,,0|1|2|3,covered,32681,5,False,10.1081,-9.8009,1.7145,accepted_independent_pos_prior_at
img_06fe18d7805639029a0909d7,rig_67298aabd7f28fa9d9b15387,right,1772726457347432960,0.3484,train,False,,0|1|2|3,covered,65484,6,False,10.2475,-9.4103,1.7145,accepted_independent_pos_prior_at
img_98f96242d8c202d61ed3e10a,rig_67298aabd7f28fa9d9b15387,left,1772726457347449088,0.3484,train,False,,0|1|2|3,covered,65484,6,False,10.2475,-9.4103,1.7145,accepted_independent_pos_prior_at
img_f183b48604735a8c86b10b9b,rig_4c261f202575cfa7ee3d3302,right,1772726457847497984,0.3507,train,False,,0|1|2|3,indoor,70109,8,False,10.3276,-9.0367,1.7169,accepted_independent_pos_prior_at
img_be3df20bb870c84751cfa689,rig_4c261f202575cfa7ee3d3302,left,1772726457847501056,0.3507,train,False,,0|1|2|3,indoor,70109,8,False,10.3276,-9.0367,1.7169,accepted_independent_pos_prior_at
img_6819a75fda93260e77669bee,rig_f2fd1bd083c3e3340c9155b2,right,1772726458347492864,0.3529,train,False,,0|1|2|3,indoor,62868,8,False,10.4557,-8.7222,1.731,accepted_independent_pos_prior_at
img_4de2b810d4947fd02c7d9da0,rig_f2fd1bd083c3e3340c9155b2,left,1772726458347508992,0.3529,train,False,,0|1|2|3,indoor,62868,8,False,10.4557,-8.7222,1.731,accepted_independent_pos_prior_at
img_b6beedc52cef4f2ac0a45e14,rig_b71e39aff0f21581116681d0,right,1772726458847518976,0.3552,train,False,,0|1|2|3,covered,56494,6,False,10.584,-8.416,1.7411,accepted_independent_pos_prior_at
img_a8804fb8fac29a211615de16,rig_b71e39aff0f21581116681d0,left,1772726458847533824,0.3552,train,False,,0|1|2|3,covered,56494,6,False,10.584,-8.416,1.7411,accepted_independent_pos_prior_at
img_b9f940b901e71cda50ef8ab3,rig_3643b57e556caa0d5a540338,right,1772726459347586816,0.3575,train,False,,0|1|2|3,indoor,51723,7,False,10.5632,-8.1265,1.7432,accepted_independent_pos_prior_at
img_69e4bef02a10ed141acc261e,rig_3643b57e556caa0d5a540338,left,1772726459347589888,0.3575,train,False,,0|1|2|3,indoor,51723,7,False,10.5632,-8.1265,1.7432,accepted_independent_pos_prior_at
img_a82e5ed8936520040da5595f,rig_61551f3cbc92909dad638c73,right,1772726459847555840,0.3597,train,False,,0|1|2|3,covered,47541,6,False,10.5367,-7.8917,1.7509,accepted_independent_pos_prior_at
img_662459e85d0d8812f926ab99,rig_61551f3cbc92909dad638c73,left,1772726459847571968,0.3597,train,False,,0|1|2|3,covered,47541,6,False,10.5367,-7.8917,1.7509,accepted_independent_pos_prior_at
img_b709d4e3277d2f8c8b7f9745,rig_a6a833bb554e1ed680f753a0,right,1772726460347631872,0.362,train,False,,0|1|2|3,covered,43483,6,False,10.5106,-7.6627,1.7557,accepted_independent_pos_prior_at
img_0466fd896d0aec73619005f8,rig_a6a833bb554e1ed680f753a0,left,1772726460347633920,0.362,train,False,,0|1|2|3,covered,43483,6,False,10.5106,-7.6627,1.7557,accepted_independent_pos_prior_at
img_61f4cc2148cac254e5f04ce6,rig_8f689c5c301741cf23abc7c9,right,1772726460847625984,0.3643,train,False,,0|1|2|3,covered,40854,6,False,10.3468,-7.5648,1.7437,accepted_independent_pos_prior_at
img_18576273c5c20fc7e1f342c8,rig_8f689c5c301741cf23abc7c9,left,1772726460847641856,0.3643,train,False,,0|1|2|3,covered,40854,6,False,10.3468,-7.5648,1.7437,accepted_independent_pos_prior_at
img_649f98a511547e2d01b94687,rig_32b1a8068abd4ccfe24bead8,right,1772726461347658752,0.3665,train,False,,0|1|2|3,indoor,45039,7,False,10.1063,-7.5243,1.772,accepted_independent_pos_prior_at
img_f0ff00b70da5711d5c787073,rig_32b1a8068abd4ccfe24bead8,left,1772726461347674880,0.3665,train,False,,0|1|2|3,indoor,45039,7,False,10.1063,-7.5243,1.772,accepted_independent_pos_prior_at
img_431341ddc18bf7bbfc873256,rig_7ad14362b8ac6b0657939ec6,right,1772726461847692032,0.3688,train,False,,0|1|2|3,indoor,43928,8,False,9.9372,-7.4966,1.7726,accepted_independent_pos_prior_at
img_3a6ce437da18165267558062,rig_7ad14362b8ac6b0657939ec6,left,1772726461847707904,0.3688,train,False,,0|1|2|3,indoor,43928,8,False,9.9372,-7.4966,1.7726,accepted_independent_pos_prior_at
img_9ee9430204cbc4d2cbd30ed3,rig_8c9df4cc0f7e042daa4d11b5,right,1772726462347724032,0.371,train,False,,0|1|2|3,indoor,45902,8,False,9.7678,-7.4281,1.7851,accepted_independent_pos_prior_at
img_32e9de537a5b3fe60feaa235,rig_8c9df4cc0f7e042daa4d11b5,left,1772726462347738880,0.371,train,False,,0|1|2|3,indoor,45902,8,False,9.7678,-7.4281,1.7851,accepted_independent_pos_prior_at
img_5cb86470777358c38d50242e,rig_a9078c41c0a096c560d438f1,right,1772726462847753984,0.3733,train,False,,0|1|2|3,indoor,46540,8,False,9.5962,-7.4324,1.7801,accepted_independent_pos_prior_at
img_8efe5cca9c8833e14b9d60ff,rig_a9078c41c0a096c560d438f1,left,1772726462847769856,0.3733,train,False,,0|1|2|3,indoor,46540,8,False,9.5962,-7.4324,1.7801,accepted_independent_pos_prior_at
img_6edd04890eae67b7aad63fbe,rig_60e8f730ae92a2e612df4c7c,right,1772726463347784960,0.3756,train,False,,0|1|2|3,indoor,47115,8,False,9.3694,-7.4357,1.7952,accepted_independent_pos_prior_at
img_eca6b916bacacf912bf06b66,rig_60e8f730ae92a2e612df4c7c,left,1772726463347801088,0.3756,train,False,,0|1|2|3,indoor,47115,8,False,9.3694,-7.4357,1.7952,accepted_independent_pos_prior_at
img_dfe7b5527c55d8ae2d07efc4,rig_902609d5327928fded01e1b9,right,1772726463847827968,0.3778,train,False,,0|1|2|3,indoor,50064,8,False,9.1266,-7.3916,1.7691,accepted_independent_pos_prior_at
img_38fa922ad61d7da7aa5839a9,rig_902609d5327928fded01e1b9,left,1772726463847832064,0.3778,train,False,,0|1|3,indoor,50064,8,False,9.1266,-7.3916,1.7691,accepted_independent_pos_prior_at
img_3bda781d868a9fac1d656701,rig_2eceaef844c68e4af5ba152c,right,1772726464347843840,0.3801,train,False,,0|1|2|3,indoor,56543,8,False,8.8602,-7.3434,1.7507,accepted_independent_pos_prior_at
img_790005ba0043de4a43aaf92c,rig_2eceaef844c68e4af5ba152c,left,1772726464347859968,0.3801,train,False,,0|1|3,indoor,56543,8,False,8.8602,-7.3434,1.7507,accepted_independent_pos_prior_at
img_8445df47b782669dc1b90367,rig_683015a639244cc715d9d250,right,1772726464847874816,0.3824,train,False,,0|1|2|3,indoor,62945,8,False,8.5499,-7.3589,1.7398,accepted_independent_pos_prior_at
img_dbd584d2499ddb3864fbca49,rig_683015a639244cc715d9d250,left,1772726464847891968,0.3824,train,False,,0|3,indoor,62945,8,False,8.5499,-7.3589,1.7398,accepted_independent_pos_prior_at
img_a415e25dd2ef27ecc5a4e82a,rig_d6963ee8dba6eb0fb6f95ff1,right,1772726465347912960,0.3846,train,False,,0|1|2|3,indoor,73474,8,False,8.3118,-7.3447,1.7209,accepted_independent_pos_prior_at
img_6a2408035c3724c55335982f,rig_d6963ee8dba6eb0fb6f95ff1,left,1772726465347929088,0.3846,train,False,,0|1|2|3,indoor,73474,8,False,8.3118,-7.3447,1.7209,accepted_independent_pos_prior_at
img_02167f65b42e301e9acb4f89,rig_b6d35ffa75aea615e7ca680d,right,1772726465847951872,0.3869,train,False,,0|1|2|3,indoor,75018,8,False,8.0767,-7.3145,1.6431,accepted_independent_pos_prior_at
img_074273e7808b362c2a94f76a,rig_b6d35ffa75aea615e7ca680d,left,1772726465847965952,0.3869,train,False,,0|1|2|3,indoor,75018,8,False,8.0767,-7.3145,1.6431,accepted_independent_pos_prior_at
img_4c9b79ac5540a2016119f618,rig_a6081c1007b9caf70b92b37c,right,1772726466347982848,0.3891,train,False,,0|1|2|3,indoor,81181,7,False,7.9368,-7.3764,1.515,accepted_independent_pos_prior_at
img_8090a41117eb65d08a63dfb6,rig_a6081c1007b9caf70b92b37c,left,1772726466347998976,0.3891,train,False,,0|1|2|3,indoor,81181,7,False,7.9368,-7.3764,1.515,accepted_independent_pos_prior_at
img_3393210d231014661a40fa97,rig_46f240f13cd2c9799ddd288b,right,1772726466848016896,0.3914,train,False,,0|1|2|3,indoor,82122,7,False,7.9037,-7.453,1.3991,accepted_independent_pos_prior_at
img_114e1796fe707593c85a2478,rig_46f240f13cd2c9799ddd288b,left,1772726466848033024,0.3914,train,False,,0|1|2|3,indoor,82122,7,False,7.9037,-7.453,1.3991,accepted_independent_pos_prior_at
img_de19e8fb18e453296b788e19,rig_c59a84b4ba6e661aaff146e3,right,1772726467348050944,0.3937,train,False,,0|1|2|3,indoor,84246,7,False,7.8876,-7.5597,1.3467,accepted_independent_pos_prior_at
img_6cda7e312f7350eff34e978b,rig_c59a84b4ba6e661aaff146e3,left,1772726467348067072,0.3937,train,False,,0|3,indoor,84246,7,False,7.8876,-7.5597,1.3467,accepted_independent_pos_prior_at
img_f8b73b376042c741c55a06cd,rig_62cc6c408b26478c0d47b991,right,1772726467848083968,0.3959,train,False,,0|1|2|3,indoor,87239,7,False,7.852,-7.66,1.3896,accepted_independent_pos_prior_at
img_dd2f24e7f072d05744eec3d3,rig_62cc6c408b26478c0d47b991,left,1772726467848099840,0.3959,train,False,,0|3,indoor,87239,7,False,7.852,-7.66,1.3896,accepted_independent_pos_prior_at
img_00ec71ecfd73b6eb59d8f832,rig_daf5c6b3afeb96478e0b6632,right,1772726468348113920,0.3982,train,False,,0|1|2|3,indoor,87049,7,False,7.7488,-7.7423,1.4411,accepted_independent_pos_prior_at
img_411807728d76ab36722f4446,rig_daf5c6b3afeb96478e0b6632,left,1772726468348134912,0.3982,train,False,,0|3,indoor,87049,7,False,7.7488,-7.7423,1.4411,accepted_independent_pos_prior_at
img_8034bee18078f34322ce32c4,rig_0d54a9615cbd3ca2a4fd9201,right,1772726468848142848,0.4005,train,False,,0|1|2,indoor,84424,7,False,7.6866,-7.8877,1.5472,accepted_independent_pos_prior_at
img_39a2d47accaabf667edfaff8,rig_0d54a9615cbd3ca2a4fd9201,left,1772726468848158720,0.4005,train,False,,0|3,indoor,84424,7,False,7.6866,-7.8877,1.5472,accepted_independent_pos_prior_at
img_f2a30da6a549712b99cdddf8,rig_c59f4da26a70f7176c76ee72,right,1772726469348175104,0.4027,train,False,,0|1|2,indoor,89151,8,False,7.7589,-8.1046,1.6231,accepted_independent_pos_prior_at
img_48e8112988b931da208a71d3,rig_c59f4da26a70f7176c76ee72,left,1772726469348190976,0.4027,train,False,,0|3,indoor,89151,8,False,7.7589,-8.1046,1.6231,accepted_independent_pos_prior_at
img_582ed6d44277f03d95c67651,rig_f63969ba431f0e877a4c5b0c,right,1772726469848243968,0.405,train,False,,0|1|2,indoor,93542,8,False,7.8291,-8.3739,1.646,accepted_independent_pos_prior_at
img_e1c210b7ccfec82ca9152ea4,rig_f63969ba431f0e877a4c5b0c,left,1772726469848247040,0.405,train,False,,0|3,indoor,93542,8,False,7.8291,-8.3739,1.646,accepted_independent_pos_prior_at
img_cfa7bd7ddd9ffe59243cc69d,rig_695d8250eaeeb6965adc50d0,right,1772726470348238848,0.4072,train,False,,0|1|2,indoor,90108,8,False,7.8622,-8.6934,1.655,accepted_independent_pos_prior_at
img_0bd606416eabd8fdcf14e062,rig_695d8250eaeeb6965adc50d0,left,1772726470348254976,0.4072,train,False,,0|3,indoor,90108,8,False,7.8622,-8.6934,1.655,accepted_independent_pos_prior_at
img_94e02476ceafeb0eb6a0b463,rig_b63838d545636c8ddf8b3e09,right,1772726470848311808,0.4095,train,False,,0|1|2,indoor,94101,7,False,7.9008,-8.9863,1.643,accepted_independent_pos_prior_at
img_03f32cc827b85f5858eb1527,rig_b63838d545636c8ddf8b3e09,left,1772726470848314112,0.4095,train,False,,0|3,indoor,94101,7,False,7.9008,-8.9863,1.643,accepted_independent_pos_prior_at
img_876fed3a87ac79c0d63a1017,rig_91b93595f9dd2b17759817f5,right,1772726471348340992,0.4118,train,False,,0|1|2,covered,82425,6,False,7.8943,-9.2288,1.6419,accepted_independent_pos_prior_at
img_79a5da34e66aa18a2c24eaef,rig_91b93595f9dd2b17759817f5,left,1772726471348343808,0.4118,train,False,,0|3,covered,82425,6,False,7.8943,-9.2288,1.6419,accepted_independent_pos_prior_at
img_c0e1cf412031577bfe06ae4a,rig_e3cad702ba9b2b03fd0f82ec,right,1772726471848332032,0.414,train,False,,0|1|2|3,covered,51063,6,False,7.8429,-9.5229,1.6333,accepted_independent_pos_prior_at
img_876be3733d92d1284bc4e71c,rig_e3cad702ba9b2b03fd0f82ec,left,1772726471848347904,0.414,train,False,,0|3,covered,51063,6,False,7.8429,-9.5229,1.6333,accepted_independent_pos_prior_at
img_77098503d4402a0360da6d34,rig_9fc13daa2646d960710abb93,right,1772726472348363776,0.4163,train,False,,0|1|2|3,covered,28199,5,False,7.8618,-9.7763,1.6413,accepted_independent_pos_prior_at
img_dff7712559aff38cdd461b46,rig_9fc13daa2646d960710abb93,left,1772726472348438016,0.4163,train,False,,0|3,covered,28199,5,False,7.8618,-9.7763,1.6413,accepted_independent_pos_prior_at
img_31fb7f1b070f7fce4248960d,rig_e576df630958d6c8fa132821,right,1772726472848409856,0.4186,train,False,,0|1|2|3,outdoor,146,5,False,7.8419,-10.0194,1.6643,accepted_independent_pos_prior_at
img_fd1d55f9f4b7e2b7ee949fce,rig_e576df630958d6c8fa132821,left,1772726472848412928,0.4186,train,False,,0|3,outdoor,146,5,False,7.8419,-10.0194,1.6643,accepted_independent_pos_prior_at
img_58f765e4917dce185f3d11f7,rig_895fd355c8ced5417ce3ab2a,right,1772726473348428032,0.4208,train,False,,0|1|2|3,outdoor,0,5,False,7.7379,-10.2389,1.6771,accepted_independent_pos_prior_at
img_5296101fce9f36e01239e372,rig_895fd355c8ced5417ce3ab2a,left,1772726473348443904,0.4208,train,False,,0|1|2,outdoor,0,5,False,7.7379,-10.2389,1.6771,accepted_independent_pos_prior_at
img_4b5896706fe6c5ae2a2b3dee,rig_edffa4d6285651ca67b8af0e,right,1772726473848504064,0.4231,train,False,,0|1|2|3,outdoor,0,5,False,7.7352,-10.5215,1.6979,accepted_independent_pos_prior_at
img_d7e512cbedb4f9b8349c4ef8,rig_edffa4d6285651ca67b8af0e,left,1772726473848505856,0.4231,train,False,,0|1|2,outdoor,0,5,False,7.7352,-10.5215,1.6979,accepted_independent_pos_prior_at
img_ffa390bbaefb6eec5a6f87fb,rig_ce9e6546973b269e2e388a8f,right,1772726474348491008,0.4253,train,False,,0|1|2|3,outdoor,0,4,False,7.7,-10.7146,1.677,accepted_independent_pos_prior_at
img_eeaaf4a5a026cc79fff21b37,rig_ce9e6546973b269e2e388a8f,left,1772726474348506880,0.4253,train,False,,0|1|2,outdoor,0,4,False,7.7,-10.7146,1.677,accepted_independent_pos_prior_at
img_296543e0b24fc5e6e262f386,rig_9d5f571dfecabff590a1442a,right,1772726474848523008,0.4276,train,False,,0|1|2|3,outdoor,0,4,False,7.5719,-10.8535,1.6142,accepted_independent_pos_prior_at
img_55fe11611681b29c521c95c5,rig_9d5f571dfecabff590a1442a,left,1772726474848538880,0.4276,train,False,,0|1|2,outdoor,0,4,False,7.5719,-10.8535,1.6142,accepted_independent_pos_prior_at
img_8123b95a19d4d38c968b46a6,rig_ef5c8187f0bb37e1cf8995b4,right,1772726475348558848,0.4299,train,False,,0|1|2|3,outdoor,0,4,False,7.5072,-10.9985,1.6273,accepted_independent_pos_prior_at
img_9962d88cb31eac6975120aa9,rig_ef5c8187f0bb37e1cf8995b4,left,1772726475348614912,0.4299,train,False,,0|1|2,outdoor,0,4,False,7.5072,-10.9985,1.6273,accepted_independent_pos_prior_at
img_8f0e7759dc55f86773c50f2b,rig_1bee9a2dc1fc8f2952ede860,right,1772726475848583936,0.4321,train,False,,0|1|2|3,outdoor,0,4,False,7.4955,-11.1572,1.6671,accepted_independent_pos_prior_at
img_476b4f00ba8277b62f95bb54,rig_1bee9a2dc1fc8f2952ede860,left,1772726475848599808,0.4321,train,False,,0|1|2,outdoor,0,4,False,7.4955,-11.1572,1.6671,accepted_independent_pos_prior_at
img_28d49635350a139c44d259ec,rig_d0d21b60f0a7f6764ead35e1,right,1772726476348654080,0.4344,train,False,,0|1|2|3,outdoor,0,4,False,7.4546,-11.3005,1.6776,accepted_independent_pos_prior_at
img_332391c32c9690fa8c9a0d25,rig_d0d21b60f0a7f6764ead35e1,left,1772726476348655872,0.4344,train,False,,0|1|2,outdoor,0,4,False,7.4546,-11.3005,1.6776,accepted_independent_pos_prior_at
